transcript_id	gene_id	chr	start	end	strand	biotype	gene_biotype	has_cds	label	length
transcript:ENST00000438735		3	45940933	45948337	+	protein_coding	protein_coding	True	1	3271
transcript:ENST00000304552		3	45943464	45948351	+	protein_coding	protein_coding	True	1	2997
transcript:ENST00000479348		20	45945007	45948023	+	protein_coding	protein_coding	True	1	2238
transcript:ENST00000458629		3	45945019	45947823	+	protein_coding	protein_coding	True	1	3834
transcript:ENST00000457814		3	45945049	45947510	+	protein_coding	protein_coding	True	1	2213
transcript:ENST00000551391		12	45945084	45948530	-	protein_coding	protein_coding	True	1	539
transcript:ENST00000266589		12	45948530	45990565	-	protein_coding	protein_coding	True	1	2437
transcript:ENST00000322927		20	45948660	45972203	-	protein_coding	protein_coding	True	1	8483
transcript:ENST00000242848		13	45954465	46052746	-	protein_coding	protein_coding	True	1	13025
transcript:ENST00000679008		13	45954465	46052746	-	protein_coding	protein_coding	True	1	13034
transcript:ENST00000395454		12	45954734	45990584	-	protein_coding	protein_coding	True	1	2165
transcript:ENST00000395453		12	45960455	45990580	-	protein_coding	protein_coding	True	1	1570
transcript:ENST00000475002		20	45961506	45964516	-	protein_coding_CDS_not_defined	protein_coding	False	1	1721
transcript:ENST00000282007		13	45962176	46052759	-	protein_coding	protein_coding	True	1	11107
transcript:ENST00000703979		17	45962321	46018702	+	protein_coding_CDS_not_defined	protein_coding	False	1	853
transcript:ENST00000415613		17	45962338	46024171	+	protein_coding	protein_coding	True	1	4662
transcript:ENST00000431008		17	45962338	46024171	+	protein_coding	protein_coding	True	1	2466
transcript:ENST00000571987		17	45962338	46024171	+	protein_coding	protein_coding	True	1	4554
transcript:ENST00000574436		17	45962338	46024171	+	protein_coding	protein_coding	True	1	2652
transcript:ENST00000476822		20	45965693	45970225	-	protein_coding_CDS_not_defined	protein_coding	False	1	1370
transcript:ENST00000494955		20	45966867	45968858	-	protein_coding_CDS_not_defined	protein_coding	False	1	1893
transcript:ENST00000599462		19	45967394	45973309	-	protein_coding_CDS_not_defined	protein_coding	False	1	589
transcript:ENST00000532883		11	45971139	46121047	-	nonsense_mediated_decay	protein_coding	True	1	1300
transcript:ENST00000525679		11	45971278	46027078	-	protein_coding_CDS_not_defined	protein_coding	False	1	565
transcript:ENST00000524497		11	45971347	46120963	-	protein_coding	protein_coding	True	1	957
transcript:ENST00000531959		11	45971348	46092205	-	protein_coding	protein_coding	True	1	908
transcript:ENST00000580018		10	45972489	46003742	+	protein_coding	protein_coding	True	1	1820
transcript:ENST00000489067		2	45978095	45984681	+	protein_coding_CDS_not_defined	protein_coding	False	1	798
transcript:ENST00000529734		11	45979816	46121104	-	protein_coding	protein_coding	True	1	861
transcript:ENST00000529782		11	45979863	46119787	-	protein_coding	protein_coding	True	1	749
transcript:ENST00000361866		21	45981770	46005048	+	protein_coding	protein_coding	True	1	7290
transcript:ENST00000589328		18	45983536	46072257	-	protein_coding	protein_coding	True	1	3839
transcript:ENST00000409746		18	45983536	46072260	-	protein_coding	protein_coding	True	1	4005
transcript:ENST00000588801		18	45984233	46040287	-	protein_coding_CDS_not_defined	protein_coding	False	1	1023
transcript:ENST00000410247		18	45989653	45989945	-	misc_RNA		False	0	293
transcript:ENST00000410325		4	45995119	45995423	+	misc_RNA		False	0	305
transcript:ENST00000536603		19	45995461	46018615	+	protein_coding	protein_coding	True	1	2281
transcript:ENST00000595358		19	45995467	46018616	+	protein_coding	protein_coding	True	1	3356
transcript:ENST00000594672		19	45995471	46003501	+	protein_coding	protein_coding	True	1	664
transcript:ENST00000596687		19	45995479	46015428	+	nonsense_mediated_decay	protein_coding	True	1	950
transcript:ENST00000703980		17	45996611	46024699	+	protein_coding_CDS_not_defined	protein_coding	False	1	1080
transcript:ENST00000537309		17	45999250	45999694	+	protein_coding	protein_coding	True	1	832
transcript:ENST00000394874		2	46000902	46010964	+	protein_coding	protein_coding	True	1	1656
transcript:ENST00000463060		21	46000931	46003998	+	protein_coding_CDS_not_defined	protein_coding	False	1	1471
transcript:ENST00000470308		13	46001163	46011555	-	protein_coding_CDS_not_defined	protein_coding	False	1	795
transcript:ENST00000612273		21	46001305	46004908	+	protein_coding	protein_coding	True	1	2882
transcript:ENST00000682634		21	46001305	46004908	+	protein_coding	protein_coding	True	1	2600
transcript:ENST00000594087		19	46003006	46018392	+	protein_coding	protein_coding	True	1	2016
transcript:ENST00000585132		10	46005088	46023455	-	protein_coding	protein_coding	True	1	5334
transcript:ENST00000581486		10	46005088	46030623	-	protein_coding	protein_coding	True	1	5306
transcript:ENST00000585056		10	46006173	46030615	-	protein_coding	protein_coding	True	1	3669
transcript:ENST00000583565		10	46006295	46019537	-	protein_coding	protein_coding	True	1	4216
transcript:ENST00000580070		10	46006378	46030592	-	protein_coding	protein_coding	True	1	3102
transcript:ENST00000578454		10	46006412	46030607	-	protein_coding	protein_coding	True	1	4260
transcript:ENST00000579039		10	46006427	46030615	-	protein_coding	protein_coding	True	1	4104
transcript:ENST00000372330		20	46008908	46016561	+	protein_coding	protein_coding	True	1	4460
transcript:ENST00000464597		13	46010150	46020487	-	protein_coding	protein_coding	True	1	885
transcript:ENST00000703981		17	46010319	46024655	+	protein_coding_CDS_not_defined	protein_coding	False	1	994
transcript:ENST00000464137		6	46014283	46015546	-	protein_coding_CDS_not_defined	protein_coding	False	1	499
transcript:ENST00000683768		3	46016990	46085825	-	protein_coding	protein_coding	True	1	6506
transcript:ENST00000309285		3	46017007	46027483	-	protein_coding	protein_coding	True	1	6041
transcript:ENST00000395946		3	46017024	46027487	-	protein_coding	protein_coding	True	1	6150
transcript:ENST00000601763		19	46018379	46021318	+	protein_coding_CDS_not_defined	protein_coding	False	1	291
transcript:ENST00000008938		19	46019153	46023053	-	protein_coding	protein_coding	True	1	1299
transcript:ENST00000454036		20	46021690	46057702	+	protein_coding	protein_coding	True	1	7013
transcript:ENST00000628272		20	46021699	46023581	+	protein_coding	protein_coding	True	1	563
transcript:ENST00000626701		20	46021712	46023581	+	protein_coding	protein_coding	True	1	980
transcript:ENST00000428198		20	46021776	46027799	+	protein_coding_CDS_not_defined	protein_coding	False	1	248
transcript:ENST00000413737		20	46021839	46023589	+	protein_coding	protein_coding	True	1	614
transcript:ENST00000467367		1	46021965	46024364	+	protein_coding_CDS_not_defined	protein_coding	False	1	859
transcript:ENST00000498668		1	46022910	46023516	+	protein_coding_CDS_not_defined	protein_coding	False	1	346
transcript:ENST00000608944		20	46029009	46037275	+	protein_coding	protein_coding	True	1	941
transcript:ENST00000477968		1	46029165	46030502	+	protein_coding_CDS_not_defined	protein_coding	False	1	900
transcript:ENST00000616202		20	46029182	46060150	+	protein_coding	protein_coding	True	1	3315
transcript:ENST00000616933		20	46029182	46060150	+	protein_coding	protein_coding	True	1	6955
transcript:ENST00000626937		20	46029182	46060150	+	protein_coding	protein_coding	True	1	1767
transcript:ENST00000627290		20	46029184	46035889	+	nonsense_mediated_decay	protein_coding	True	1	760
transcript:ENST00000243964		20	46029215	46060150	+	protein_coding	protein_coding	True	1	9377
transcript:ENST00000539566		20	46029224	46049653	+	nonsense_mediated_decay	protein_coding	True	1	1666
transcript:ENST00000432791		17	46029916	46193429	-	protein_coding	protein_coding	True	1	8892
transcript:ENST00000572904		17	46029916	46223676	-	protein_coding	protein_coding	True	1	8291
transcript:ENST00000574590		17	46029916	46225389	-	protein_coding	protein_coding	True	1	8462
transcript:ENST00000638275		17	46029917	46193400	-	protein_coding	protein_coding	True	1	8478
transcript:ENST00000575318		17	46029917	46225367	-	protein_coding	protein_coding	True	1	8061
transcript:ENST00000262419		17	46029956	46192800	-	protein_coding	protein_coding	True	1	8627
transcript:ENST00000648792		17	46029985	46225373	-	protein_coding	protein_coding	True	1	8119
transcript:ENST00000639805		17	46031654	46034234	-	protein_coding_CDS_not_defined	protein_coding	False	1	557
transcript:ENST00000639467		17	46032117	46039081	-	protein_coding	protein_coding	True	1	1354
transcript:ENST00000638551		17	46032186	46035160	-	protein_coding_CDS_not_defined	protein_coding	False	1	899
transcript:ENST00000638291		17	46032220	46035132	-	protein_coding_CDS_not_defined	protein_coding	False	1	745
transcript:ENST00000639531		17	46032257	46172183	-	protein_coding	protein_coding	True	1	5422
transcript:ENST00000640751		17	46032268	46034570	-	protein_coding_CDS_not_defined	protein_coding	False	1	464
transcript:ENST00000640092		17	46032295	46035513	-	protein_coding_CDS_not_defined	protein_coding	False	1	1529
transcript:ENST00000639150		17	46033080	46224693	-	protein_coding	protein_coding	True	1	3386
transcript:ENST00000581478		10	46033307	46046269	-	protein_coding	protein_coding	True	1	620
transcript:ENST00000582163		10	46033313	46046269	-	protein_coding	protein_coding	True	1	831
transcript:ENST00000663171		10	46033313	46048180	-	protein_coding	protein_coding	True	1	1277
transcript:ENST00000492813		1	46033868	46034420	+	protein_coding_CDS_not_defined	protein_coding	False	1	419
transcript:ENST00000640636		17	46034169	46050694	-	protein_coding	protein_coding	True	1	1210
transcript:ENST00000295452		4	46035769	46124054	-	protein_coding	protein_coding	True	1	8156
transcript:ENST00000639853		17	46038636	46171416	-	protein_coding	protein_coding	True	1	2850
transcript:ENST00000377697		19	46039182	46041002	-	protein_coding	protein_coding	True	1	1500
transcript:ENST00000601672		19	46039824	46077094	-	protein_coding	protein_coding	True	1	760
transcript:ENST00000571698		17	46039870	46193901	-	protein_coding	protein_coding	True	1	4311
transcript:ENST00000262741		1	46040140	46132629	-	protein_coding	protein_coding	True	1	6982
transcript:ENST00000372006		1	46040140	46132794	-	protein_coding	protein_coding	True	1	6405
transcript:ENST00000420542		1	46040142	46133036	-	protein_coding	protein_coding	True	1	6560
transcript:ENST00000595006		19	46040323	46062928	-	protein_coding_CDS_not_defined	protein_coding	False	1	687
transcript:ENST00000488808		1	46042641	46057434	-	protein_coding_CDS_not_defined	protein_coding	False	1	3117
transcript:ENST00000540385		1	46043661	46176488	-	protein_coding	protein_coding	True	1	3077
transcript:ENST00000423209		1	46043662	46132616	-	protein_coding	protein_coding	True	1	3093
transcript:ENST00000577114		17	46050650	46121338	-	protein_coding_CDS_not_defined	protein_coding	False	1	629
transcript:ENST00000181383		13	46053186	46105033	-	protein_coding	protein_coding	True	1	2996
transcript:ENST00000439329		13	46053217	46105028	-	protein_coding	protein_coding	True	1	2738
transcript:ENST00000675730		13	46053217	46105028	-	nonsense_mediated_decay	protein_coding	True	1	2146
transcript:ENST00000637437		20	46057233	46058300	+	protein_coding	protein_coding	True	1	173
transcript:ENST00000596694		19	46057674	46077118	-	protein_coding_CDS_not_defined	protein_coding	False	1	2719
transcript:ENST00000290231		20	46060991	46089962	-	protein_coding	protein_coding	True	1	4964
transcript:ENST00000493202		1	46061950	46132911	-	protein_coding_CDS_not_defined	protein_coding	False	1	765
transcript:ENST00000425892		1	46066056	46132913	-	protein_coding	protein_coding	True	1	1372
transcript:ENST00000372291		20	46067055	46089952	-	protein_coding	protein_coding	True	1	1041
transcript:ENST00000674625		13	46068528	46105028	-	protein_coding	protein_coding	True	1	6209
transcript:ENST00000469753		2	46073437	46151201	+	protein_coding_CDS_not_defined	protein_coding	False	1	979
transcript:ENST00000612254		X	46073651	46073935	-	misc_RNA		False	0	285
transcript:ENST00000480633		2	46073796	46151164	+	protein_coding_CDS_not_defined	protein_coding	False	1	621
transcript:ENST00000533757		11	46076754	46119853	-	protein_coding	protein_coding	True	1	619
transcript:ENST00000525438		11	46079141	46119844	-	protein_coding	protein_coding	True	1	657
transcript:ENST00000398752		18	46080248	46098296	-	protein_coding	protein_coding	True	1	7423
transcript:ENST00000692265		11	46082424	46121007	-	protein_coding_CDS_not_defined	protein_coding	False	1	1551
transcript:ENST00000593152		18	46084144	46098353	-	protein_coding	protein_coding	True	1	3770
transcript:ENST00000282050		18	46084144	46104233	-	protein_coding	protein_coding	True	1	3607
transcript:ENST00000590156		18	46084150	46098295	-	nonsense_mediated_decay	protein_coding	True	1	2108
transcript:ENST00000590665		18	46084150	46098296	-	protein_coding	protein_coding	True	1	3389
transcript:ENST00000586592		18	46084150	46098315	-	nonsense_mediated_decay	protein_coding	True	1	2487
transcript:ENST00000527782		11	46084186	46119862	-	protein_coding	protein_coding	True	1	524
transcript:ENST00000532010		11	46084193	46119835	-	protein_coding	protein_coding	True	1	573
transcript:ENST00000592364		18	46086127	46098285	-	nonsense_mediated_decay	protein_coding	True	1	810
transcript:ENST00000589252		18	46087427	46098295	-	protein_coding	protein_coding	True	1	1260
transcript:ENST00000589869		18	46088136	46104334	-	protein_coding	protein_coding	True	1	1532
transcript:ENST00000639279		17	46088428	46094641	-	protein_coding_CDS_not_defined	protein_coding	False	1	387
transcript:ENST00000590406		18	46089599	46104227	-	protein_coding	protein_coding	True	1	1373
transcript:ENST00000590324		18	46089632	46104233	-	protein_coding	protein_coding	True	1	1241
transcript:ENST00000591981		18	46089822	46098296	-	nonsense_mediated_decay	protein_coding	True	1	700
transcript:ENST00000592989		18	46089822	46104273	-	protein_coding	protein_coding	True	1	887
transcript:ENST00000585650		18	46089959	46099352	-	nonsense_mediated_decay	protein_coding	True	1	757
transcript:ENST00000528893		11	46090507	46119827	-	protein_coding_CDS_not_defined	protein_coding	False	1	457
transcript:ENST00000591267		18	46093180	46098296	-	protein_coding_CDS_not_defined	protein_coding	False	1	460
transcript:ENST00000397763		21	46098112	46129801	+	protein_coding	protein_coding	True	1	5913
transcript:ENST00000300527		21	46098112	46132848	+	protein_coding	protein_coding	True	1	6505
transcript:ENST00000436769		21	46098797	46112404	+	protein_coding	protein_coding	True	1	1460
transcript:ENST00000592471		18	46104378	46119961	+	protein_coding	protein_coding	True	1	680
transcript:ENST00000586060		18	46104385	46128121	+	nonsense_mediated_decay	protein_coding	True	1	808
transcript:ENST00000282058		18	46104385	46128333	+	protein_coding	protein_coding	True	1	1909
transcript:ENST00000591715		18	46104396	46128330	+	nonsense_mediated_decay	protein_coding	True	1	1341
transcript:ENST00000592206		18	46104400	46124893	+	nonsense_mediated_decay	protein_coding	True	1	1095
transcript:ENST00000585518		18	46104402	46128179	+	protein_coding	protein_coding	True	1	878
transcript:ENST00000589554		18	46104406	46128169	+	nonsense_mediated_decay	protein_coding	True	1	901
transcript:ENST00000593165		18	46104422	46128239	+	nonsense_mediated_decay	protein_coding	True	1	1363
transcript:ENST00000409416		21	46111477	46129808	+	protein_coding	protein_coding	True	1	5854
transcript:ENST00000460886		21	46112418	46112949	+	protein_coding_CDS_not_defined	protein_coding	False	1	306
transcript:ENST00000588704		18	46115068	46128269	+	protein_coding_CDS_not_defined	protein_coding	False	1	937
transcript:ENST00000620709		20	46118278	46129659	+	nonsense_mediated_decay	protein_coding	True	1	1978
transcript:ENST00000695670		20	46118285	46128358	+	protein_coding_CDS_not_defined	protein_coding	False	1	656
transcript:ENST00000372285		20	46118314	46129858	+	protein_coding	protein_coding	True	1	2516
transcript:ENST00000372276		20	46118316	46129863	+	protein_coding	protein_coding	True	1	2235
transcript:ENST00000695671		20	46118328	46128358	+	protein_coding	protein_coding	True	1	1445
transcript:ENST00000695672		20	46118340	46128023	+	protein_coding_CDS_not_defined	protein_coding	False	1	529
transcript:ENST00000477696		20	46118344	46129004	+	nonsense_mediated_decay	protein_coding	True	1	947
transcript:ENST00000489304		20	46118344	46129863	+	nonsense_mediated_decay	protein_coding	True	1	2316
transcript:ENST00000466205		20	46118348	46129126	+	nonsense_mediated_decay	protein_coding	True	1	1301
transcript:ENST00000576248		17	46119967	46171223	-	protein_coding_CDS_not_defined	protein_coding	False	1	452
transcript:ENST00000341415		19	46120067	46124688	-	protein_coding	protein_coding	True	1	1058
transcript:ENST00000530312		11	46120389	46121058	-	protein_coding_CDS_not_defined	protein_coding	False	1	276
transcript:ENST00000413758		21	46120560	46125894	+	protein_coding	protein_coding	True	1	1500
transcript:ENST00000398576		13	46125920	46211348	-	protein_coding	protein_coding	True	1	5828
transcript:ENST00000323076		13	46125923	46182177	-	protein_coding	protein_coding	True	1	5527
transcript:ENST00000674665		13	46125957	46142839	-	protein_coding	protein_coding	True	1	2855
transcript:ENST00000585425		18	46126656	46128332	+	protein_coding_CDS_not_defined	protein_coding	False	1	370
transcript:ENST00000321037		6	46129989	46146688	+	protein_coding	protein_coding	True	1	6006
transcript:ENST00000684109		3	46130890	46190381	+	protein_coding_CDS_not_defined	protein_coding	False	1	2141
transcript:ENST00000494498		21	46136160	46142701	-	protein_coding	protein_coding	True	1	1656
transcript:ENST00000291670		21	46136262	46155567	-	protein_coding	protein_coding	True	1	3531
transcript:ENST00000397748		21	46136262	46155567	-	protein_coding	protein_coding	True	1	3674
transcript:ENST00000483568		21	46136262	46137334	-	protein_coding_CDS_not_defined	protein_coding	False	1	398
transcript:ENST00000498355		21	46136262	46155567	-	protein_coding_CDS_not_defined	protein_coding	False	1	1936
transcript:ENST00000460011		21	46136267	46142741	-	nonsense_mediated_decay	protein_coding	True	1	1417
transcript:ENST00000446405		21	46136779	46138572	-	protein_coding	protein_coding	True	1	837
transcript:ENST00000397743		21	46136779	46155567	-	protein_coding	protein_coding	True	1	3322
transcript:ENST00000397746		21	46136779	46155579	-	protein_coding	protein_coding	True	1	3516
transcript:ENST00000488577		21	46138530	46145573	-	protein_coding_CDS_not_defined	protein_coding	False	1	447
transcript:ENST00000600243		19	46143106	46161288	+	protein_coding_CDS_not_defined	protein_coding	False	1	648
transcript:ENST00000480950		21	46145828	46146926	-	protein_coding_CDS_not_defined	protein_coding	False	1	318
transcript:ENST00000469227		13	46146906	46153265	-	protein_coding_CDS_not_defined	protein_coding	False	1	730
transcript:ENST00000434646		19	46147782	46161289	+	protein_coding	protein_coding	True	1	1278
transcript:ENST00000639356		17	46148125	46225367	-	protein_coding_CDS_not_defined	protein_coding	False	1	1717
transcript:ENST00000377693		19	46148238	46161289	+	protein_coding	protein_coding	True	1	962
transcript:ENST00000494531		13	46148352	46153243	-	protein_coding_CDS_not_defined	protein_coding	False	1	537
transcript:ENST00000440343		22	46150521	46198410	+	protein_coding	protein_coding	True	1	395
transcript:ENST00000407236		22	46150526	46243755	+	protein_coding	protein_coding	True	1	11525
transcript:ENST00000415785		22	46150552	46198591	+	protein_coding	protein_coding	True	1	739
transcript:ENST00000420804		22	46150606	46215364	+	protein_coding	protein_coding	True	1	972
transcript:ENST00000460086		22	46150828	46151970	+	protein_coding_CDS_not_defined	protein_coding	False	1	433
transcript:ENST00000498388		2	46151053	46164895	+	protein_coding_CDS_not_defined	protein_coding	False	1	474
transcript:ENST00000494472		2	46151102	46160060	+	protein_coding_CDS_not_defined	protein_coding	False	1	583
transcript:ENST00000496865		22	46151886	46156593	+	protein_coding_CDS_not_defined	protein_coding	False	1	449
transcript:ENST00000402126		22	46151958	46235403	+	protein_coding	protein_coding	True	1	2973
transcript:ENST00000416500		13	46152781	46168519	-	protein_coding	protein_coding	True	1	1557
transcript:ENST00000639099		17	46152904	46225367	-	protein_coding_CDS_not_defined	protein_coding	False	1	1724
transcript:ENST00000574655		17	46152904	46225371	-	protein_coding_CDS_not_defined	protein_coding	False	1	1681
transcript:ENST00000442275		13	46158856	46211871	-	protein_coding	protein_coding	True	1	951
transcript:ENST00000460190		13	46159016	46182204	-	protein_coding_CDS_not_defined	protein_coding	False	1	765
transcript:ENST00000371383		6	46159185	46170980	-	protein_coding	protein_coding	True	1	5279
transcript:ENST00000230565		6	46160415	46170971	-	protein_coding	protein_coding	True	1	3978
transcript:ENST00000601052		19	46160643	46161288	+	protein_coding	protein_coding	True	1	710
transcript:ENST00000330205		21	46161148	46184476	-	protein_coding	protein_coding	True	1	1743
transcript:ENST00000291672		21	46161160	46184459	-	protein_coding	protein_coding	True	1	3327
transcript:ENST00000682778		3	46163216	46189564	+	protein_coding_CDS_not_defined	protein_coding	False	1	1280
transcript:ENST00000357422		3	46163604	46266615	+	protein_coding	protein_coding	True	1	3068
transcript:ENST00000492313		6	46164957	46167551	-	protein_coding_CDS_not_defined	protein_coding	False	1	725
transcript:ENST00000490496		13	46169458	46169748	-	misc_RNA		False	0	291
transcript:ENST00000484619		22	46171284	46198410	+	protein_coding_CDS_not_defined	protein_coding	False	1	278
transcript:ENST00000481567		22	46171332	46198410	+	protein_coding_CDS_not_defined	protein_coding	False	1	567
transcript:ENST00000576739		17	46172117	46224902	-	protein_coding	protein_coding	True	1	619
transcript:ENST00000587591		18	46173553	46216318	+	protein_coding	protein_coding	True	1	1106
transcript:ENST00000588730		18	46173553	46240052	+	protein_coding	protein_coding	True	1	896
transcript:ENST00000537909		20	46173739	46308498	-	protein_coding	protein_coding	True	1	6384
transcript:ENST00000619301		18	46174034	46266983	+	protein_coding	protein_coding	True	1	6296
transcript:ENST00000615052		18	46174034	46266992	+	protein_coding	protein_coding	True	1	6671
transcript:ENST00000615553		18	46174086	46232936	+	protein_coding	protein_coding	True	1	3157
transcript:ENST00000498443		1	46175073	46185298	+	protein_coding_CDS_not_defined	protein_coding	False	1	1071
transcript:ENST00000372003		1	46175087	46185962	+	protein_coding	protein_coding	True	1	2345
transcript:ENST00000482928		1	46175104	46184663	+	protein_coding_CDS_not_defined	protein_coding	False	1	844
transcript:ENST00000469330		1	46175117	46184666	+	protein_coding_CDS_not_defined	protein_coding	False	1	890
transcript:ENST00000475163		1	46175266	46185572	+	protein_coding_CDS_not_defined	protein_coding	False	1	917
transcript:ENST00000506599		1	46175486	46176488	-	protein_coding	protein_coding	True	1	693
transcript:ENST00000398637		12	46183063	46269043	-	protein_coding	protein_coding	True	1	9561
transcript:ENST00000482143		1	46183433	46184882	+	protein_coding_CDS_not_defined	protein_coding	False	1	827
transcript:ENST00000464786		1	46183433	46185308	+	protein_coding_CDS_not_defined	protein_coding	False	1	872
transcript:ENST00000472170		1	46183892	46185002	+	protein_coding_CDS_not_defined	protein_coding	False	1	519
transcript:ENST00000470318		1	46184867	46185742	+	protein_coding_CDS_not_defined	protein_coding	False	1	590
transcript:ENST00000549049		12	46187801	46268995	-	protein_coding	protein_coding	True	1	4660
transcript:ENST00000439706		12	46187801	46268997	-	protein_coding	protein_coding	True	1	4900
transcript:ENST00000356396		21	46188141	46228822	-	protein_coding	protein_coding	True	1	5194
transcript:ENST00000397728		21	46188446	46228774	-	protein_coding	protein_coding	True	1	7085
transcript:ENST00000419093		21	46188474	46194580	-	protein_coding	protein_coding	True	1	926
transcript:ENST00000546893		12	46188565	46269119	-	protein_coding	protein_coding	True	1	3796
transcript:ENST00000371984		1	46188683	46198434	-	protein_coding	protein_coding	True	1	4702
transcript:ENST00000690678		1	46188683	46198457	-	nonsense_mediated_decay	protein_coding	True	1	4526
transcript:ENST00000371992		1	46188683	46220305	-	protein_coding	protein_coding	True	1	5181
transcript:ENST00000475642		1	46188684	46189567	-	protein_coding_CDS_not_defined	protein_coding	False	1	407
transcript:ENST00000396420		1	46188687	46198134	-	protein_coding	protein_coding	True	1	4683
transcript:ENST00000686737		1	46188687	46198438	-	protein_coding	protein_coding	True	1	4751
transcript:ENST00000685444		1	46188687	46198453	-	protein_coding	protein_coding	True	1	4519
transcript:ENST00000685230		1	46188687	46198453	-	nonsense_mediated_decay	protein_coding	True	1	3250
transcript:ENST00000688608		1	46188687	46198457	-	protein_coding	protein_coding	True	1	4577
transcript:ENST00000689756		1	46188687	46198457	-	nonsense_mediated_decay	protein_coding	True	1	2868
transcript:ENST00000691209		1	46188687	46198457	-	nonsense_mediated_decay	protein_coding	True	1	3646
transcript:ENST00000686379		1	46188687	46198457	-	nonsense_mediated_decay	protein_coding	True	1	3770
transcript:ENST00000692369		1	46188687	46198457	-	protein_coding	protein_coding	True	1	4518
transcript:ENST00000687683		1	46188687	46203238	-	protein_coding	protein_coding	True	1	4850
transcript:ENST00000497439		1	46188687	46202892	-	protein_coding_CDS_not_defined	protein_coding	False	1	2738
transcript:ENST00000692322		1	46188699	46198438	-	nonsense_mediated_decay	protein_coding	True	1	2882
transcript:ENST00000691243		1	46188699	46198457	-	nonsense_mediated_decay	protein_coding	True	1	4285
transcript:ENST00000692635		1	46188699	46198457	-	nonsense_mediated_decay	protein_coding	True	1	3569
transcript:ENST00000687149		1	46188699	46198457	-	protein_coding	protein_coding	True	1	4787
transcript:ENST00000693218		1	46188699	46198457	-	nonsense_mediated_decay	protein_coding	True	1	4569
transcript:ENST00000687197		1	46188779	46198457	-	nonsense_mediated_decay	protein_coding	True	1	3177
transcript:ENST00000457828		21	46189124	46228824	-	protein_coding	protein_coding	True	1	6349
transcript:ENST00000480972		1	46189519	46190972	-	protein_coding_CDS_not_defined	protein_coding	False	1	483
transcript:ENST00000485714		1	46190117	46193800	-	protein_coding_CDS_not_defined	protein_coding	False	1	2906
transcript:ENST00000522411		21	46190783	46228781	-	protein_coding	protein_coding	True	1	4689
transcript:ENST00000463030		1	46191616	46192341	-	protein_coding_CDS_not_defined	protein_coding	False	1	642
transcript:ENST00000489985		1	46195484	46198102	-	protein_coding_CDS_not_defined	protein_coding	False	1	1094
transcript:ENST00000484808		21	46195676	46196371	-	protein_coding_CDS_not_defined	protein_coding	False	1	251
transcript:ENST00000552197		12	46195725	46267701	-	protein_coding	protein_coding	True	1	4111
transcript:ENST00000612161		12	46196127	46239895	-	protein_coding	protein_coding	True	1	3119
transcript:ENST00000549633		12	46198728	46269043	-	protein_coding_CDS_not_defined	protein_coding	False	1	1076
transcript:ENST00000296140		3	46201711	46208313	-	protein_coding	protein_coding	True	1	3714
transcript:ENST00000371980		1	46203334	46221256	+	protein_coding	protein_coding	True	1	2569
transcript:ENST00000551506		12	46207583	46268806	-	protein_coding_CDS_not_defined	protein_coding	False	1	586
transcript:ENST00000474438		20	46209821	46220849	-	protein_coding_CDS_not_defined	protein_coding	False	1	1640
transcript:ENST00000595396		13	46211928	46277115	+	protein_coding	protein_coding	True	1	4205
transcript:ENST00000674837		13	46211940	46247042	+	protein_coding	protein_coding	True	1	3122
transcript:ENST00000446175		13	46211943	46257409	+	protein_coding	protein_coding	True	1	3218
transcript:ENST00000676025		13	46211943	46257409	+	protein_coding	protein_coding	True	1	2844
transcript:ENST00000675008		13	46211943	46257409	+	nonsense_mediated_decay	protein_coding	True	1	3991
transcript:ENST00000674850		13	46211943	46257409	+	nonsense_mediated_decay	protein_coding	True	1	3774
transcript:ENST00000675095		13	46211943	46257409	+	nonsense_mediated_decay	protein_coding	True	1	3758
transcript:ENST00000675912		13	46211943	46257409	+	nonsense_mediated_decay	protein_coding	True	1	3571
transcript:ENST00000675195		13	46211943	46257409	+	nonsense_mediated_decay	protein_coding	True	1	3414
transcript:ENST00000378805		13	46211948	46266941	+	non_stop_decay	protein_coding	True	1	3383
transcript:ENST00000676446		13	46212136	46250615	+	protein_coding	protein_coding	True	1	1381
transcript:ENST00000464357		21	46215685	46228762	-	protein_coding_CDS_not_defined	protein_coding	False	1	1041
transcript:ENST00000450351		21	46216389	46228768	-	protein_coding	protein_coding	True	1	1639
transcript:ENST00000330430		6	46220736	46325668	-	protein_coding	protein_coding	True	1	3782
transcript:ENST00000371374		6	46220736	46491449	-	protein_coding	protein_coding	True	1	4148
transcript:ENST00000306764		6	46220738	46491972	-	protein_coding	protein_coding	True	1	3972
transcript:ENST00000639520		17	46221186	46225376	-	protein_coding_CDS_not_defined	protein_coding	False	1	2655
transcript:ENST00000472272		21	46227319	46228774	-	protein_coding_CDS_not_defined	protein_coding	False	1	581
transcript:ENST00000550173		12	46229232	46269951	-	protein_coding	protein_coding	True	1	1126
transcript:ENST00000437936		19	46229742	46231243	+	protein_coding	protein_coding	True	1	1112
transcript:ENST00000291688		21	46235133	46285611	-	protein_coding	protein_coding	True	1	12346
transcript:ENST00000397708		21	46235133	46286297	-	protein_coding	protein_coding	True	1	12276
transcript:ENST00000467026		21	46235133	46259265	-	protein_coding_CDS_not_defined	protein_coding	False	1	2671
transcript:ENST00000545097		3	46242381	46266706	+	protein_coding	protein_coding	True	1	2917
